id,mz_low,mz_high,Name,root_region_intensity,m/z,spec_id
382,695.4505438591451,695.4804887120863,PA(14:0/22:4(7Z_10Z_13Z_16Z)),182.42288208007812,695.4657,e1c04ac9-8582-4309-8a77-b88f9b976518
383,687.4793075022977,687.5092003676469,PA(20:1(11Z)/15:0),127.11048889160156,687.497,b268c24e-4247-4ba1-920a-876b07eddf37
384,675.4725491153494,675.5065490004596,PA(14:0/20:0),207.65350341796875,675.497,67528f49-c2ef-4fb4-bb95-b40fe9e8f810
385,671.4533808670644,671.4801555002767,PA(16:0/18:2(9Z_12Z)),208.18865966796875,671.4657,cb364b43-1bd3-4200-8321-ed57cda45102
386,661.4677928840325,661.494087002631,PA(15:0/18:0),95.98822784423828,661.4814,8e16a180-febc-4c37-b099-dd96aaed8792
387,611.1316281307444,611.1550225471047,Oxidized glutathione,159.83763122558594,611.1443,dbf1c5c9-27db-41c3-a3ab-82d2daa96a54
388,597.2895579618566,597.3173193359376,LPI(18:1),238.19171142578125,597.3045,c6bda3c7-8850-4f04-8524-c9a68509318a
389,571.2756485523897,571.300862534467,LPI(16:0),211.94227600097656,571.2889,ac723814-31a5-41c4-a1ee-c4303c151c69
390,568.2677620955338,568.2898916169414,LPS(22:6),202.70162963867188,568.2681,5cfbdc2c-df78-403e-9492-7e8091be61f8
391,565.034663660386,565.0600336052389,Uridine diphosphate glucose,131.01397705078125,565.0478,47a969f6-0b9c-46db-89e1-1b77f8456712
392,547.3252047909007,547.3518224379595,PA(25:1),117.78113555908203,547.3405,65d7989b-cb7f-4478-aa65-961a2433fd22
393,526.2739990234375,526.3044117647058,LysoPE(0:0/22:5(4Z_7Z_10Z_13Z_16Z)),274.5049133300781,526.2939,88e8dbe7-bc6a-4d3c-9bd9-7f46594d4cd9
394,502.27636898265166,502.3023627786075,LysoPE(0:0/20:3(11Z_14Z_17Z)),230.8610076904297,502.2939,ddafe5af-6ca9-4104-834b-013cad38c876
395,448.3063829130285,448.3295693790211,Chenodeoxycholic acid glycine conjugate,135.94235229492188,448.3063,0cd41baf-a8b9-4d5e-95a8-0acea23eff6a
396,383.11020363634964,383.12680077740526,S-Adenosylhomocysteine,185.28350830078125,383.114,b03653b5-fe56-4a6e-b743-aacd9c58b183
397,259.01585372152203,259.0308537215221,Glucose 6-phosphate,3741.7880859375,259.0219,a1a06668-9833-44a9-8919-b749b26d5839
398,221.05853617510456,221.07544646976498,L-Cystathionine,347.4205017089844,221.06,00f567d2-48ca-4695-bb04-3cd444d7c7fb
399,218.09711840618303,218.11211840618301,Pantothenic acid,358.895751953125,218.1031,272023ea-a7ed-4213-b677-f292e3accafa
400,193.03193617876838,193.04693617876836,Galacturonic acid,180.1732940673828,193.0351,c24395b7-1a9f-4246-8f46-3718a8fbda17
401,177.0385434767092,177.0535434767092,L-Gulonolactone,153.0955352783203,177.0402,b4e57744-aff6-42d2-8114-68e57290bccb
402,176.03843236586627,176.0548604449104,N-Formyl-L-methionine,234.00372314453125,176.0384,923c6a6e-f32c-443e-a388-5d7fb5ab5704
403,167.01429928757074,167.03120958223116,Uric acid,252.0630645751953,167.0205,8c9cdb92-2799-4de3-bf10-f71dffd86ec9
404,148.04169964958638,148.05828369140625,Methionine,214.1261444091797,148.0437,735fa28e-0cf3-4559-9357-9aa3e848b16a
405,144.06651063453495,144.08289900652068,N-Butyrylglycine,481.8675842285156,144.0664,c7a38dcd-dbf9-4c82-b31f-777300a342ca
